"enrollee_id","city","city_development_index","gender","relevant_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target","quality","na_count"
11799,"city_16",0.91,"Missing","Yes","No","Masters","Other","4","<10","Pvt Ltd","2",55,"Target.No",1,1
14450,"city_21",0.624,"Missing","Yes","Full-Time","Masters","STEM","15","10000+","Other","2",96,"Target.Yes",2,2
26208,"city_103",0.92,"Male","Yes","No","Graduate","STEM","10","<10","Pvt Ltd","2",41,"Target.No",0,0
30952,"city_16",0.91,"Male","No","Part-Time","Graduate","STEM","3","1000-4999","Public Sector",">4",84,"Target.No",0,0
13351,"city_21",0.624,"Male","Yes","Full-Time","Graduate","STEM","11","<10","Early Stage Startup","1",226,"Target.No",1,0
14385,"city_21",0.624,"Male","No","No","Graduate","STEM","1","10-49","Pvt Ltd","1",80,"Target.Yes",0,0
1619,"city_103",0.92,"Missing","No","No","High School","Other","1","Unknown","Pvt Ltd","1",12,"Target.Yes",3,3
16412,"city_114",0.926,"Male","No","Full-Time","High School","Other","9","100-500","Pvt Ltd","1",5,"Target.No",1,1
26234,"city_114",0.926,"Female","No","Part-Time","High School","Other","3","10-49","Public Sector","1",28,"Target.Yes",1,1
11056,"city_11",0.55,"Male","No","Full-Time","Graduate","STEM","6","Unknown","Other","never",40,"Target.Yes",2,2
12717,"city_102",0.804,"Male","Yes","No","Graduate","Other","4","1000-4999","Pvt Ltd","2",130,"Target.No",0,0
6500,"city_152",0.698,"Missing","No","Full-Time","Graduate","STEM","5","<10","Public Sector","1",108,"Target.No",1,1
13099,"city_71",0.884,"Male","Yes","No","Masters","STEM","16","50-99","Pvt Ltd","2",26,"Target.Yes",0,0
4540,"city_158",0.766,"Male","Yes","No","Graduate","STEM","4","100-500","Pvt Ltd","2",152,"Target.No",0,0
8994,"city_103",0.92,"Female","Yes","No","Graduate","Other","4","100-500","Funded Startup","1",33,"Target.No",0,0
29207,"city_103",0.92,"Missing","Yes","No","Graduate","STEM","11","1000-4999","Pvt Ltd",">4",51,"Target.No",1,1
22228,"city_160",0.92,"Missing","No","Full-Time","Graduate","STEM","3","Unknown","Public Sector","1",102,"Target.Yes",2,2
13970,"city_73",0.754,"Female","Yes","No","Graduate","STEM","9","1000-4999","NGO",">4",109,"Target.No",0,0
17101,"city_16",0.91,"Male","No","No","Graduate","STEM",">20","Unknown","Other",">4",23,"Target.No",2,2
7502,"city_61",0.913,"Male","No","Full-Time","High School","Other","2","Unknown","Other","never",22,"Target.No",3,3
11050,"city_138",0.836,"Male","Yes","Full-Time","Graduate","Other","<1","100-500","Pvt Ltd","1",56,"Target.No",0,0
12144,"city_173",0.878,"Missing","Yes","No","Masters","Other","7","Unknown","Other","never",65,"Target.No",3,3
30157,"city_162",0.767,"Missing","Yes","Part-Time","Masters","STEM","6","50-99","Pvt Ltd","2",79,"Target.No",1,1
16021,"city_73",0.754,"Missing","Yes","No","Graduate","STEM","6","50-99","Pvt Ltd","1",121,"Target.No",1,1
26189,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","3","50-99","Pvt Ltd","2",50,"Target.No",1,1
32252,"city_67",0.855,"Male","No","Full-Time","High School","Other","4","Unknown","Pvt Ltd","1",4,"Target.No",2,2
10675,"city_101",0.558,"Missing","Yes","No","Graduate","STEM","5","100-500","Pvt Ltd","1",15,"Target.Yes",1,1
18619,"city_50",0.896,"Male","Yes","No","Graduate","STEM","3","50-99","Pvt Ltd","1",92,"Target.No",0,0
28382,"city_173",0.878,"Male","Yes","No","Masters","STEM","17","100-500","Pvt Ltd","2",218,"Target.No",1,0
29447,"city_28",0.939,"Male","No","No","Phd","STEM",">20","100-500","Public Sector",">4",46,"Target.No",0,0
5184,"city_74",0.579,"Male","No","Part-Time","Graduate","STEM","2","100-500","Pvt Ltd","1",16,"Target.Yes",0,0
1065,"city_136",0.897,"Male","Yes","No","Masters","STEM","6","100-500","NGO","1",34,"Target.Yes",0,0
27766,"city_16",0.91,"Male","No","Full-Time","Graduate","STEM","5","Unknown","Other","4",10,"Target.Yes",2,2
21576,"city_21",0.624,"Missing","Yes","No","Graduate","Other","4","50-99","Pvt Ltd","4",11,"Target.No",1,1
26023,"city_16",0.91,"Missing","Yes","No","High School","Other","10","<10","Funded Startup","1",94,"Target.No",2,2
21051,"city_90",0.698,"Female","No","Full-Time","Graduate","STEM","9","Unknown","Other","never",224,"Target.No",3,2
6285,"city_160",0.92,"Male","Yes","No","High School","Other","5","50-99","Other","1",133,"Target.No",2,2
33239,"city_21",0.624,"Missing","No","Full-Time","Graduate","Other","7","Unknown","Pvt Ltd","never",48,"Target.Yes",4,4
14093,"city_104",0.924,"Male","Yes","Part-Time","Graduate","STEM",">20","Unknown","Other",">4",15,"Target.No",2,2
28840,"city_162",0.767,"Male","No","Full-Time","High School","Other","5","Unknown","Other","never",9,"Target.No",3,3
31621,"city_83",0.923,"Male","No","No","High School","Other","4","Unknown","Other","never",41,"Target.No",3,3
7561,"city_75",0.939,"Missing","No","No","Primary School","Other","3","Unknown","Other","never",70,"Target.No",4,4
25640,"city_104",0.924,"Female","No","Full-Time","Graduate","STEM","6","Unknown","Other","4",11,"Target.Yes",2,2
12708,"city_74",0.579,"Male","Yes","No","Graduate","Other","5","Unknown","Other","1",4,"Target.Yes",4,4
25759,"city_103",0.92,"Male","Yes","No","Masters","STEM",">20","10000+","Pvt Ltd",">4",40,"Target.No",0,0
12427,"city_21",0.624,"Female","No","No","Masters","STEM","5","50-99","Pvt Ltd","never",23,"Target.No",0,0
16403,"city_21",0.624,"Missing","Yes","Part-Time","Masters","STEM","2","10-49","Pvt Ltd","1",24,"Target.No",1,1
14927,"city_128",0.527,"Male","Yes","Full-Time","Graduate","STEM","2","10-49","Pvt Ltd","1",88,"Target.No",0,0
21413,"city_136",0.897,"Male","Yes","No","Graduate","Other","10","50-99","Other","1",17,"Target.No",3,3
25887,"city_76",0.698,"Male","No","No","High School","Other","6","500-999","NGO","never",254,"Target.No",2,1
17514,"city_160",0.92,"Male","Yes","No","Masters","STEM","5","10000+","Pvt Ltd",">4",6,"Target.No",0,0
27845,"city_114",0.926,"Male","Yes","No","Masters","STEM",">20","10000+","Pvt Ltd","1",66,"Target.No",0,0
32171,"city_103",0.92,"Male","Yes","No","Masters","STEM","18","10-49","Pvt Ltd","2",47,"Target.No",0,0
16813,"city_160",0.92,"Male","Yes","No","Graduate","STEM","15","Unknown","Other","2",37,"Target.No",2,2
32575,"city_61",0.913,"Male","Yes","No","Masters","STEM","11","10-49","Early Stage Startup","1",45,"Target.No",0,0
5198,"city_21",0.624,"Male","Yes","No","Masters","STEM","5","10-49","Pvt Ltd","2",52,"Target.Yes",0,0
7930,"city_24",0.698,"Missing","Yes","No","Masters","STEM","14","50-99","Pvt Ltd","never",6,"Target.No",1,1
5903,"city_21",0.624,"Male","Yes","No","Graduate","STEM","15","5000-9999","Pvt Ltd","3",67,"Target.Yes",0,0
27947,"city_173",0.878,"Male","No","No","High School","Other","10","Unknown","Other","1",17,"Target.Yes",3,3
21374,"city_21",0.624,"Missing","No","Full-Time","Graduate","STEM","1","50-99","Pvt Ltd","1",124,"Target.Yes",2,2
12179,"city_44",0.725,"Missing","Yes","No","Graduate","STEM","7","Unknown","Other","never",80,"Target.No",3,3
22667,"city_16",0.91,"Male","Yes","No","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",64,"Target.No",0,0
30919,"city_143",0.74,"Male","Yes","No","Graduate","STEM",">20","100-500","Pvt Ltd","3",65,"Target.No",0,0
16056,"city_55",0.739,"Male","Yes","No","Graduate","STEM","8","10-49","Pvt Ltd","1",119,"Target.No",0,0
13652,"city_61",0.913,"Male","Yes","No","Graduate","STEM","14","100-500","Pvt Ltd","1",6,"Target.No",0,0
27162,"city_75",0.939,"Male","Yes","No","Graduate","STEM",">20","Unknown","Other",">4",65,"Target.No",2,2
18048,"city_27",0.848,"Male","Yes","Full-Time","High School","Other","6","50-99","Pvt Ltd","2",67,"Target.No",1,1
23889,"city_103",0.92,"Missing","Yes","Part-Time","Graduate","STEM","1","10000+","Pvt Ltd","1",72,"Target.No",1,1
6240,"city_114",0.926,"Male","Yes","No","Graduate","Other","18","100-500","Pvt Ltd",">4",61,"Target.No",0,0
25643,"city_21",0.624,"Male","Yes","Full-Time","Graduate","STEM","8","100-500","Pvt Ltd","1",96,"Target.No",0,0
17972,"city_40",0.776,"Male","Yes","No","Masters","STEM","6","<10","Pvt Ltd","2",54,"Target.No",0,0
23298,"city_103",0.92,"Missing","No","No","High School","Other","6","Unknown","Other","never",35,"Target.No",4,4
7479,"city_103",0.92,"Male","Yes","No","Graduate","STEM","10","50-99","Pvt Ltd","1",32,"Target.No",0,0
11411,"city_75",0.939,"Male","No","No","Masters","STEM","4","1000-4999","Pvt Ltd","2",44,"Target.No",0,0
8438,"city_103",0.92,"Male","Yes","No","Graduate","Other","7","5000-9999","Pvt Ltd","1",41,"Target.Yes",0,0
3748,"city_103",0.92,"Male","Yes","No","Graduate","Other","7","<10","Pvt Ltd","1",116,"Target.No",0,0
1947,"city_100",0.887,"Male","Yes","No","Graduate","Other","16","Unknown","Other","1",49,"Target.No",2,2
10399,"city_103",0.92,"Male","No","No","Graduate","Other","5","Unknown","Other","never",67,"Target.No",4,4
28880,"city_21",0.624,"Male","Yes","Full-Time","Graduate","STEM","1","10000+","Pvt Ltd","1",42,"Target.No",0,0
26204,"city_61",0.913,"Male","Yes","No","Graduate","STEM","19","5000-9999","Public Sector",">4",9,"Target.No",0,0
5993,"city_150",0.698,"Male","Yes","No","High School","Other","16","100-500","Public Sector",">4",74,"Target.No",1,1
24939,"city_21",0.624,"Missing","No","Full-Time","Graduate","STEM","3","100-500","Pvt Ltd","2",56,"Target.Yes",1,1
3040,"city_103",0.92,"Missing","Yes","No","Graduate","STEM","4","500-999","NGO","2",17,"Target.No",1,1
24758,"city_102",0.804,"Male","Yes","No","Graduate","STEM","16","50-99","Pvt Ltd",">4",52,"Target.No",0,0
11790,"city_103",0.92,"Missing","Yes","No","Graduate","STEM",">20","Unknown","Other",">4",110,"Target.Yes",3,3
28107,"city_103",0.92,"Missing","Yes","No","Masters","STEM","16","50-99","Pvt Ltd","1",155,"Target.No",1,1
29670,"city_114",0.926,"Male","Yes","No","Masters","STEM","10","Unknown","Other","3",28,"Target.No",2,2
30225,"city_16",0.91,"Male","Yes","No","Graduate","STEM",">20","50-99","Pvt Ltd","3",167,"Target.Yes",0,0
1835,"city_75",0.939,"Male","Yes","Full-Time","High School","Other","19","50-99","Public Sector","2",26,"Target.No",1,1
31695,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","10000+","Pvt Ltd",">4",81,"Target.No",0,0
32237,"city_67",0.855,"Male","No","No","High School","Other","8","Unknown","Other","never",31,"Target.No",3,3
3705,"city_157",0.769,"Male","Yes","No","Masters","STEM","14","5000-9999","Public Sector","2",36,"Target.No",0,0
25652,"city_102",0.804,"Missing","No","No","Masters","Other","5","Unknown","Other","2",157,"Target.Yes",3,3
31680,"city_114",0.926,"Male","No","No","Masters","Other","11","50-99","Pvt Ltd","3",90,"Target.No",0,0
29674,"city_16",0.91,"Male","Yes","No","Graduate","Other",">20","Unknown","Other",">4",27,"Target.No",2,2
11834,"city_114",0.926,"Missing","Yes","Part-Time","Graduate","STEM","15","10-49","Pvt Ltd",">4",73,"Target.No",1,1
29032,"city_16",0.91,"Female","Yes","No","Graduate","STEM","12","10-49","Pvt Ltd","3",10,"Target.No",0,0
4916,"city_128",0.527,"Male","No","No","Graduate","STEM","5","Unknown","Other","1",92,"Target.No",2,2
12871,"city_136",0.897,"Male","No","No","Masters","STEM","10","Unknown","Other","1",60,"Target.Yes",2,2
10744,"city_100",0.887,"Male","Yes","No","Graduate","STEM",">20","50-99","Pvt Ltd","4",80,"Target.No",0,0
13950,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",30,"Target.Yes",0,0
28034,"city_23",0.899,"Missing","Yes","Full-Time","Graduate","Other","3","<10","Public Sector","1",8,"Target.No",3,3
28746,"city_103",0.92,"Male","Yes","No","Graduate","Other","6","50-99","Pvt Ltd","1",45,"Target.No",0,0
31104,"city_103",0.92,"Male","No","No","Graduate","STEM",">20","Unknown","Other","2",48,"Target.No",2,2
26111,"city_103",0.92,"Male","Yes","No","Graduate","Other","8","10000+","Pvt Ltd","1",21,"Target.No",0,0
29292,"city_136",0.897,"Male","Yes","No","Graduate","STEM","14","100-500","Pvt Ltd","1",16,"Target.No",0,0
13411,"city_21",0.624,"Male","Yes","No","Masters","STEM","10","Unknown","Other","1",12,"Target.No",2,2
10841,"city_114",0.926,"Male","Yes","No","Masters","STEM",">20","<10","Pvt Ltd",">4",54,"Target.No",0,0
31610,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","5000-9999","Pvt Ltd",">4",78,"Target.No",0,0
1785,"city_21",0.624,"Male","Yes","No","Graduate","STEM",">20","Unknown","Other",">4",20,"Target.Yes",2,2
21178,"city_65",0.802,"Male","Yes","No","Graduate","STEM","4","Unknown","Other","1",15,"Target.No",2,2
9960,"city_61",0.913,"Missing","Yes","No","Graduate","STEM","17","100-500","Pvt Ltd",">4",34,"Target.No",1,1
14322,"city_21",0.624,"Male","Yes","No","Graduate","STEM","4","10-49","Pvt Ltd","1",105,"Target.No",0,0
33327,"city_114",0.926,"Male","Yes","No","Graduate","STEM",">20","Unknown","Other",">4",70,"Target.No",2,2
8611,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","500-999","Pvt Ltd",">4",188,"Target.Yes",0,0
9435,"city_103",0.92,"Missing","No","Full-Time","Graduate","STEM","4","10000+","Pvt Ltd","1",22,"Target.No",1,1
694,"city_114",0.926,"Male","Yes","No","High School","Other","8","10-49","Other",">4",29,"Target.No",2,2
10286,"city_114",0.926,"Male","No","Full-Time","Graduate","STEM","10","100-500","Pvt Ltd","1",4,"Target.Yes",0,0
24070,"city_103",0.92,"Male","No","Full-Time","Graduate","STEM","8","50-99","Funded Startup","4",33,"Target.No",0,0
24247,"city_21",0.624,"Missing","Yes","No","Graduate","STEM","3","10000+","Pvt Ltd","never",63,"Target.No",1,1
2841,"city_67",0.855,"Male","Yes","No","Masters","STEM",">20","50-99","Funded Startup","1",55,"Target.No",0,0
1789,"city_21",0.624,"Missing","No","Full-Time","Graduate","STEM","<1","100-500","Pvt Ltd","1",83,"Target.No",1,1
12968,"city_103",0.92,"Male","Yes","No","Graduate","Other","10","10-49","Pvt Ltd","2",80,"Target.No",0,0
15190,"city_16",0.91,"Male","No","Full-Time","Masters","STEM","13","Unknown","Public Sector","1",57,"Target.Yes",1,1
17143,"city_103",0.92,"Female","Yes","No","Graduate","STEM","20","100-500","Pvt Ltd",">4",130,"Target.No",0,0
10610,"city_114",0.926,"Male","Yes","Full-Time","High School","Other","7","Unknown","Other","2",43,"Target.No",3,3
6954,"city_27",0.848,"Missing","Yes","Full-Time","Graduate","STEM","9","50-99","Pvt Ltd","1",103,"Target.No",1,1
5711,"city_16",0.91,"Male","Yes","No","Graduate","STEM",">20","50-99","Pvt Ltd",">4",162,"Target.No",0,0
3496,"city_103",0.92,"Other","Yes","No","Graduate","STEM","6","50-99","Pvt Ltd","never",48,"Target.No",1,1
22012,"city_90",0.698,"Male","No","Part-Time","Masters","STEM","16","Unknown","Other","3",70,"Target.No",2,2
29048,"city_103",0.92,"Other","Yes","No","Graduate","STEM","<1","Unknown","Other","2",55,"Target.Yes",2,2
19609,"city_114",0.926,"Male","Yes","No","Masters","STEM","10","50-99","Pvt Ltd","1",9,"Target.No",0,0
26775,"city_16",0.91,"Male","Yes","No","Graduate","STEM",">20","100-500","Pvt Ltd",">4",114,"Target.No",0,0
21070,"city_90",0.698,"Missing","No","No","Graduate","STEM","3","Unknown","Other","1",96,"Target.Yes",3,3
27128,"city_103",0.92,"Male","No","Full-Time","Masters","STEM","9","Unknown","Public Sector","never",166,"Target.No",1,1
25832,"city_103",0.92,"Male","Yes","No","Graduate","STEM","17","100-500","Funded Startup","1",70,"Target.No",0,0
4402,"city_103",0.92,"Male","Yes","No","Graduate","Other",">20","Unknown","Other",">4",7,"Target.No",2,2
1300,"city_160",0.92,"Missing","Yes","Full-Time","High School","Other","4","10-49","Pvt Ltd","1",108,"Target.No",3,3
4200,"city_103",0.92,"Male","Yes","No","Graduate","STEM","6","10000+","Pvt Ltd","3",170,"Target.No",0,0
24159,"city_160",0.92,"Missing","No","Full-Time","Graduate","STEM","7","100-500","Pvt Ltd","1",157,"Target.No",1,1
17861,"city_21",0.624,"Male","No","Full-Time","Graduate","STEM","6","Unknown","Other","1",34,"Target.Yes",2,2
11326,"city_103",0.92,"Male","No","No","Graduate","Other","3","Unknown","Other","never",92,"Target.No",4,4
26826,"city_103",0.92,"Male","Yes","No","Masters","STEM",">20","10-49","Pvt Ltd",">4",7,"Target.No",0,0
8951,"city_103",0.92,"Female","No","Full-Time","Graduate","Other","<1","Unknown","Other","3",37,"Target.Yes",2,2
18802,"city_114",0.926,"Male","No","No","Graduate","Other","14","Unknown","Other","1",24,"Target.Yes",2,2
7997,"city_11",0.55,"Missing","Yes","No","Graduate","Other","6","10-49","Pvt Ltd","3",56,"Target.Yes",3,3
28091,"city_103",0.92,"Male","Yes","No","Graduate","STEM",">20","10000+","Pvt Ltd","4",57,"Target.No",0,0
31341,"city_23",0.899,"Missing","Yes","No","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",94,"Target.No",1,1
6702,"city_40",0.776,"Female","No","Full-Time","Graduate","Other","1","100-500","Other","1",34,"Target.No",1,1
2237,"city_36",0.893,"Male","Yes","No","Graduate","Other",">20","100-500","Pvt Ltd",">4",25,"Target.No",0,0
6753,"city_136",0.897,"Male","Yes","No","Graduate","STEM","17","500-999","Pvt Ltd","1",18,"Target.No",0,0
16327,"city_114",0.926,"Female","Yes","No","High School","Other","6","500-999","Pvt Ltd","never",23,"Target.No",1,1
5404,"city_103",0.92,"Male","No","No","Graduate","STEM",">20","<10","Pvt Ltd",">4",69,"Target.No",0,0
16047,"city_114",0.926,"Male","Yes","Full-Time","Graduate","STEM","9","5000-9999","Public Sector","1",37,"Target.No",0,0
15828,"city_103",0.92,"Male","Yes","No","Graduate","STEM","12","10-49","Early Stage Startup","4",50,"Target.No",0,0
5986,"city_21",0.624,"Missing","Yes","Full-Time","Masters","STEM","5","500-999","Pvt Ltd","2",62,"Target.No",1,1
27785,"city_16",0.91,"Female","Yes","No","Masters","Other","2","100-500","Pvt Ltd","1",20,"Target.No",0,0
9893,"city_7",0.647,"Missing","Yes","Full-Time","Masters","STEM","4","Unknown","Other","1",26,"Target.Yes",3,3
30431,"city_103",0.92,"Male","Yes","Full-Time","Graduate","STEM","10","10000+","Pvt Ltd",">4",39,"Target.No",0,0
18176,"city_97",0.925,"Missing","No","No","Masters","Other","1","500-999","Other","never",13,"Target.No",2,2
13896,"city_114",0.926,"Female","Yes","No","Masters","Other","7","50-99","Pvt Ltd","2",83,"Target.No",0,0
10312,"city_103",0.92,"Male","Yes","Part-Time","Graduate","STEM","10","10000+","Pvt Ltd","1",55,"Target.No",0,0
21877,"city_100",0.887,"Male","Yes","No","Masters","STEM","13","50-99","Pvt Ltd","2",83,"Target.No",0,0
4813,"city_24",0.698,"Male","Yes","No","Primary School","Other","4","Unknown","Other","1",13,"Target.No",3,3
22333,"city_89",0.925,"Female","Yes","No","Graduate","STEM","5","500-999","Other","1",75,"Target.No",1,1
5998,"city_103",0.92,"Male","Yes","No","Graduate","STEM","2","50-99","Other","2",5,"Target.No",1,1
4567,"city_105",0.794,"Female","Yes","Part-Time","Graduate","STEM","5","1000-4999","Pvt Ltd","1",65,"Target.No",0,0
3026,"city_102",0.804,"Male","Yes","No","Graduate","STEM","17","Unknown","Other","1",75,"Target.No",2,2
3974,"city_102",0.804,"Male","Yes","Full-Time","Masters","STEM","7","10000+","Public Sector","1",2,"Target.Yes",0,0
19800,"city_162",0.767,"Male","Yes","No","Graduate","STEM","4","50-99","Pvt Ltd","1",26,"Target.No",0,0
23755,"city_149",0.689,"Male","Yes","No","Graduate","STEM","16","10-49","Pvt Ltd",">4",140,"Target.No",0,0
4749,"city_136",0.897,"Male","No","No","High School","Other","<1","50-99","Pvt Ltd","1",64,"Target.No",1,1
18506,"city_21",0.624,"Male","Yes","Full-Time","Masters","STEM","1","50-99","Pvt Ltd","1",22,"Target.No",0,0
12075,"city_160",0.92,"Male","Yes","No","Graduate","STEM","9","100-500","Early Stage Startup",">4",78,"Target.No",0,0
18446,"city_30",0.698,"Missing","Yes","No","Graduate","STEM","8","100-500","Public Sector","3",7,"Target.No",1,1
27469,"city_103",0.92,"Male","Yes","No","Graduate","STEM","10","10000+","Pvt Ltd","3",33,"Target.No",0,0
32443,"city_149",0.689,"Male","No","No","Graduate","STEM","5","<10","Pvt Ltd","1",61,"Target.No",0,0
26933,"city_71",0.884,"Male","Yes","No","Graduate","STEM","5","10000+","Pvt Ltd","1",7,"Target.No",0,0
1370,"city_11",0.55,"Male","Yes","Full-Time","Graduate","STEM","2","Unknown","Other","1",65,"Target.Yes",2,2
8224,"city_1",0.847,"Male","Yes","No","Masters","STEM","3","Unknown","Other","never",39,"Target.No",2,2
17227,"city_80",0.847,"Male","No","No","Graduate","STEM","20","10000+","Pvt Ltd","never",9,"Target.No",0,0
30152,"city_103",0.92,"Male","Yes","Part-Time","Graduate","Other","7","1000-4999","Public Sector",">4",22,"Target.No",0,0
7264,"city_103",0.92,"Missing","Yes","No","Graduate","STEM",">20","Unknown","Other","2",110,"Target.Yes",3,3
8104,"city_13",0.827,"Male","Yes","No","Masters","STEM","13","1000-4999","Pvt Ltd","never",15,"Target.No",0,0
27077,"city_136",0.897,"Male","Yes","No","Masters","STEM","16","Unknown","Other","1",80,"Target.No",2,2
4093,"city_103",0.92,"Male","Yes","No","Graduate","STEM","19","100-500","Pvt Ltd","2",48,"Target.No",0,0
24452,"city_103",0.92,"Male","Yes","No","Graduate","STEM","6","1000-4999","Pvt Ltd","1",106,"Target.No",0,0
7365,"city_57",0.866,"Male","No","No","Phd","STEM","9","100-500","Pvt Ltd",">4",53,"Target.No",0,0
16749,"city_114",0.926,"Male","No","Part-Time","Masters","STEM","16","1000-4999","NGO",">4",101,"Target.No",0,0
1414,"city_101",0.558,"Missing","Yes","No","Graduate","STEM","5","10-49","Early Stage Startup","1",141,"Target.No",2,2
20147,"city_90",0.698,"Missing","No","Full-Time","Graduate","STEM","1","Unknown","Other","never",34,"Target.No",3,3
21198,"city_160",0.92,"Missing","Yes","No","Masters","STEM","16","100-500","Other",">4",24,"Target.No",2,2
4671,"city_74",0.579,"Missing","No","Full-Time","Graduate","STEM","1","Unknown","Other","1",16,"Target.Yes",3,3
12899,"city_16",0.91,"Male","Yes","No","Graduate","STEM","18","Unknown","Other","1",15,"Target.No",2,2
28923,"city_103",0.92,"Male","Yes","No","Graduate","STEM","17","10000+","Pvt Ltd","1",48,"Target.No",0,0
12833,"city_16",0.91,"Male","Yes","No","Graduate","Other",">20","100-500","Pvt Ltd","1",10,"Target.No",0,0
13724,"city_114",0.926,"Male","No","Full-Time","Masters","STEM","9","50-99","Public Sector","2",2,"Target.No",0,0
3338,"city_36",0.893,"Male","Yes","No","Graduate","Other","12","50-99","Pvt Ltd","4",11,"Target.No",2,2
32951,"city_16",0.91,"Missing","No","Full-Time","Graduate","STEM","1","Unknown","Other","1",6,"Target.Yes",3,3
28206,"city_27",0.848,"Male","Yes","No","Graduate","STEM","12","Unknown","Other","1",36,"Target.Yes",2,2
10617,"city_10",0.895,"Missing","Yes","No","Masters","STEM","15","50-99","Pvt Ltd","1",56,"Target.No",1,1
10547,"city_21",0.624,"Female","No","Part-Time","Graduate","STEM","5","50-99","Pvt Ltd","1",32,"Target.No",0,0
25201,"city_10",0.895,"Male","No","Full-Time","Graduate","STEM","6","10-49","Pvt Ltd","2",73,"Target.No",0,0
24828,"city_103",0.92,"Male","No","No","Graduate","STEM",">20","5000-9999","Public Sector",">4",6,"Target.No",0,0
30247,"city_160",0.92,"Male","Yes","No","Graduate","STEM","13","500-999","Pvt Ltd",">4",10,"Target.No",0,0
19036,"city_16",0.91,"Female","Yes","No","Graduate","STEM","1","500-999","Pvt Ltd","1",46,"Target.No",0,0
22820,"city_136",0.897,"Male","Yes","No","Graduate","STEM","6","10000+","Other","never",50,"Target.No",1,1
19084,"city_71",0.884,"Male","Yes","No","Graduate","STEM","5","10-49","Funded Startup","1",87,"Target.No",0,0
23733,"city_21",0.624,"Male","No","Full-Time","Graduate","STEM","5","Unknown","Other","never",13,"Target.Yes",2,2
15499,"city_114",0.926,"Male","Yes","No","Graduate","Other","19","<10","Funded Startup","1",130,"Target.No",0,0
23355,"city_109",0.701,"Male","No","No","Primary School","Other","<1","Unknown","Other","never",72,"Target.No",3,3
25195,"city_21",0.624,"Missing","No","Full-Time","High School","Other","4","Unknown","Other","never",48,"Target.No",4,4
3643,"city_61",0.913,"Male","Yes","No","Graduate","Other",">20","<10","Public Sector",">4",3,"Target.No",2,2
111,"city_103",0.92,"Male","Yes","No","Graduate","STEM","7","1000-4999","Pvt Ltd","3",25,"Target.No",0,0
5895,"city_28",0.939,"Male","Yes","No","Masters","STEM",">20","Unknown","Other","never",50,"Target.No",2,2
20836,"city_114",0.926,"Male","No","Full-Time","High School","Other","1","Unknown","Other","never",65,"Target.No",3,3
4984,"city_21",0.624,"Male","No","Full-Time","Graduate","Other","1","Unknown","Pvt Ltd","never",42,"Target.No",1,1
2930,"city_114",0.926,"Male","No","No","High School","Other","8","Unknown","Other","1",155,"Target.Yes",4,4
28704,"city_136",0.897,"Male","Yes","No","Masters","STEM","13","10000+","Pvt Ltd","never",73,"Target.No",0,0
2884,"city_40",0.776,"Missing","Yes","Full-Time","Graduate","STEM","10","50-99","Pvt Ltd","1",33,"Target.Yes",1,1
31651,"city_16",0.91,"Male","No","Full-Time","Primary School","Other","9","Unknown","Other","never",29,"Target.No",3,3
21395,"city_21",0.624,"Male","No","No","Graduate","STEM","<1","Unknown","Other","2",30,"Target.Yes",2,2
20994,"city_136",0.897,"Male","Yes","No","Masters","STEM","5","10000+","Pvt Ltd","3",162,"Target.No",0,0
1951,"city_74",0.579,"Male","No","No","Masters","STEM","5","50-99","NGO","1",89,"Target.Yes",0,0
20441,"city_71",0.884,"Missing","Yes","No","Masters","STEM","8","100-500","Other","1",67,"Target.No",2,2
19312,"city_103",0.92,"Male","Yes","No","Graduate","STEM","19","500-999","Pvt Ltd",">4",46,"Target.No",0,0
27931,"city_103",0.92,"Missing","Yes","No","Graduate","STEM","4","10-49","Other","1",69,"Target.No",2,2
19212,"city_103",0.92,"Male","Yes","No","Graduate","STEM","10","5000-9999","Pvt Ltd","1",118,"Target.No",0,0
25742,"city_114",0.926,"Male","Yes","No","Graduate","Other",">20","<10","Pvt Ltd",">4",14,"Target.No",0,0
17255,"city_21",0.624,"Male","No","Full-Time","Graduate","STEM","1","Unknown","Other","never",87,"Target.No",2,2
32011,"city_103",0.92,"Male","Yes","No","Graduate","STEM","13","10000+","Pvt Ltd","2",84,"Target.No",0,0
20674,"city_97",0.925,"Male","No","No","Masters","STEM",">20","50-99","Pvt Ltd",">4",116,"Target.No",0,0
22852,"city_57",0.866,"Male","No","No","High School","Other","15","100-500","Pvt Ltd","3",14,"Target.No",1,1
30625,"city_74",0.579,"Male","Yes","Full-Time","Graduate","Other","2","50-99","Pvt Ltd","1",4,"Target.Yes",0,0
1875,"city_21",0.624,"Male","Yes","No","Masters","Other","16","<10","Pvt Ltd","1",30,"Target.Yes",0,0
17951,"city_67",0.855,"Male","Yes","No","Masters","STEM","15","500-999","Pvt Ltd","never",334,"Target.No",2,0
